First Name,Last Name,Date of Birth,Address,Zipcode,Gender,Race / Ethnicity,English Fluency,Spanish Fluency,Education,High School GPA,College GPA,Years of Experience,Years of Volunteering,Myers Briggs Type,Twitter followers,Instagram Followers,Requires Sponsorship,Customer Satisfaction Rating,Sales Rating,Fired
Betty,Whitaker,1994-05-31,40730 Parker Junctions,60531,Female,Black,Fluent,Basic,High School,2.03,3.05,4.6,0.0,INFP,358,844,False,1.43,1.3,Current Employee
James,Fox,1984-07-30,01036 Joshua Lake,30167,Male,Black,Basic,Basic,High School,4.0,3.74,15.6,0.0,ESFP,311,576,False,3.67,3.3,Current Employee
Gregory,Foster,1995-03-07,933 Gill Causeway,59010,Male,Black,Proficient,Basic,High School,2.93,2.88,2.5,0.0,ESTP,302,1822,False,0.89,0.92,Current Employee
Rhonda,Steele,1987-01-23,298 Carmen Inlet,60531,Female,Black,Fluent,Basic,None,,,12.2,0.0,ISFJ,334,2179,False,2.88,2.44,Current Employee
Heather,Gallegos,1987-11-19,207 Mcconnell Terrace Suite 574,59010,Female,Black,Proficient,Basic,High School,2.26,3.9,9.1,0.0,ISFP,319,543,False,2.29,2.04,Current Employee
Jessica,Alvarez,1987-11-10,559 Beth Ridge Suite 933,43357,Female,Black,Fluent,Basic,High School,3.01,2.72,10.1,0.0,ESFJ,362,1525,False,2.7,2.37,Current Employee
Jeffrey,Baker,1985-09-03,888 Holland Valley Apt. 478,60531,Male,Black,Proficient,Basic,None,,,12.4,0.0,ENFJ,517,863,False,2.97,2.54,Current Employee
Amy,Blair,1987-03-13,39140 Robinson Turnpike,86553,Female,Black,Basic,Proficient,None,,,12.0,0.0,ESFJ,713,3586,False,2.71,2.35,Current Employee
Lisa,Solomon,1994-01-28,000 Hebert Street,59010,Female,Black,Fluent,Basic,None,,,3.3,0.0,ESFJ,330,685,False,1.07,0.8,Current Employee
Emily,Short,1989-07-06,519 Darrell Brooks Apt. 984,86553,Female,Black,Fluent,Basic,High School,2.21,3.07,8.5,0.0,ISTJ,381,529,False,2.1,1.97,Current Employee
Harold,Clark,1998-06-28,27299 Willis Views,60531,Male,Black,Fluent,Basic,High School,3.65,3.85,1.2,0.0,ISFJ,450,678,False,0.69,0.55,Current Employee
Scott,Bullock,1983-09-30,2816 Cynthia Plaza,60531,Male,Black,Proficient,Basic,None,,,15.6,0.0,ISTJ,663,1579,False,3.41,3.06,Current Employee
Samantha,Lopez,1983-11-14,47795 Debbie Lodge,60531,Female,Black,Fluent,Basic,High School,3.72,3.38,13.3,0.0,ISTJ,413,698,False,3.22,2.99,Current Employee
Nicole,Villanueva,1991-07-18,976 Lawson Land,30167,Female,Black,Proficient,Basic,High School,3.09,3.49,8.5,0.0,ISTJ,845,611,False,2.03,1.91,Current Employee
Beth,Sandoval,1998-10-14,12741 Simmons Gardens Apt. 588,30167,Female,Black,Fluent,Basic,None,,,0.0,0.0,ISFP,665,530,True,0.3,0.17,Fired
Robert,Smith,1993-03-01,216 Tiffany Tunnel,30167,Male,Black,Basic,Basic,None,,,5.9,0.0,INFP,817,2259,False,1.29,1.07,Current Employee
Erik,Weiss,1984-04-09,3036 Orr Canyon Suite 284,30167,Male,Black,Fluent,Basic,None,,,13.8,0.0,ISTJ,410,675,False,3.13,2.81,Current Employee
Jennifer,Mcclain,1997-01-01,78282 Chapman Drive Apt. 744,43357,Female,Black,Fluent,Basic,High School,3.63,2.69,1.4,0.0,ISFJ,371,1212,False,0.74,0.59,Current Employee
Dawn,Powell,1982-12-23,810 Moore Crossing Suite 215,43711,Female,Black,Basic,Basic,None,,,16.0,0.0,ENTP,347,795,False,3.47,3.2,Current Employee
Aaron,Hoover,1997-01-27,1153 Martin Meadow,60531,Male,Black,Fluent,Basic,None,,,1.5,0.0,ESFJ,309,926,False,0.67,0.44,Fired
Joseph,Miller,1988-03-11,878 Charles Fields,30167,Male,Black,Proficient,Basic,High School,2.12,3.02,11.4,0.0,ISTJ,316,2497,False,2.61,2.43,Current Employee
Mathew,Poole,1991-07-11,220 Annette Prairie,59010,Male,Black,Basic,Basic,High School,3.47,4.0,8.9,0.0,ISFP,383,1039,False,2.08,1.86,Current Employee
Kelly,Cunningham,1988-10-25,769 Manning Underpass Apt. 538,59010,Female,Black,Proficient,Basic,High School,3.22,3.86,11.4,0.0,INFJ,2541,1184,True,2.8,2.52,Current Employee
Amanda,Reyes,1989-01-19,3917 Ryan Plains,86553,Female,Black,Basic,Basic,High School,3.18,3.72,9.9,0.0,ENFP,307,1411,False,2.43,2.2,Current Employee
Kimberly,Stone,1984-09-21,0525 Timothy Unions Suite 037,60531,Female,Black,Proficient,Proficient,High School,3.75,3.61,14.3,0.0,ISFP,483,878,False,3.57,3.28,Current Employee
Patrick,Eaton,1994-06-14,207 Cuevas Drive Apt. 497,30167,Male,Black,Fluent,Basic,High School,2.51,4.0,5.2,0.0,ENFP,643,1078,False,1.69,1.53,Current Employee
Christy,Johnson,1990-07-21,2975 Good Parks Suite 286,60531,Female,Black,Basic,Basic,High School,2.32,3.41,7.6,0.0,ESFJ,329,692,False,1.8,1.56,Current Employee
Jenna,Richardson,1987-11-06,38957 Matthew Point,60531,Female,Black,Basic,Proficient,High School,3.77,3.43,10.6,0.0,ISTJ,2422,823,False,2.4,2.31,Current Employee
Frank,Thomas,1995-10-02,91773 Burke Place,72361,Male,Black,Fluent,Basic,High School,2.02,2.85,3.7,0.0,ISFJ,1431,615,False,1.15,0.96,Current Employee
Michael,Davis,1991-04-11,48356 Andrew Extension Apt. 287,60531,Male,Black,Fluent,Basic,High School,2.34,3.07,7.8,0.0,INFP,451,1096,False,2.14,1.94,Current Employee
Angela,Mason,1994-07-17,601 Cook Dam,55864,Female,Black,Fluent,Proficient,High School,2.66,2.96,3.6,0.0,ESTP,452,4239,False,1.3,1.36,Current Employee
Deborah,Cortez,1990-04-12,753 Davis Cliffs,60531,Female,Black,Basic,Basic,High School,3.84,3.46,9.4,0.0,ESFJ,421,1813,False,2.27,1.98,Current Employee
Valerie,Fuller,1991-06-08,985 Velasquez Well Suite 300,72361,Female,Black,Proficient,Basic,High School,2.09,2.82,7.9,0.0,INFP,655,5211,False,2.04,1.85,Current Employee
Richard,Colon,1995-03-31,629 Nielsen Mountain,59010,Male,Black,Basic,Basic,None,,,3.1,0.0,ISTJ,391,1665,False,0.49,0.42,Fired
Sean,Gonzalez,1987-11-08,32234 Kevin Rue,60531,Male,Black,Fluent,Basic,High School,2.17,3.95,10.6,0.0,ISFJ,589,2056,False,2.65,2.33,Current Employee
Devon,Miller,1998-02-08,2390 Donna Ranch Suite 419,59010,Male,Black,Proficient,Basic,High School,2.16,3.7,1.9,0.0,ENTP,337,658,False,0.74,0.81,Current Employee
Sarah,Delacruz,1996-04-17,23906 Todd Camp Apt. 327,43711,Female,Black,Proficient,Basic,None,,,2.2,0.0,ESTJ,2530,2456,False,0.61,0.53,Current Employee
Emily,Ibarra,1986-10-06,4315 Michael Path Apt. 486,55864,Female,Black,Proficient,Basic,High School,2.45,3.66,13.9,0.0,ISTJ,544,923,False,3.17,2.94,Current Employee
Ana,Bennett,1992-11-11,27264 Herrera Skyway Apt. 147,30167,Female,Black,Fluent,Basic,High School,2.5,3.6,6.9,0.0,ESFP,451,3514,False,2.02,1.8,Current Employee
William,Bennett,1983-09-12,682 Marquez Parkway,30167,Male,Black,Fluent,Basic,High School,3.49,3.85,16.8,0.0,ESFP,531,10389,False,4.22,3.79,Current Employee
Matthew,Torres,1990-05-16,6373 Christopher Mountains Apt. 720,43357,Male,Black,Basic,Basic,None,,,7.7,0.0,ENTP,1481,2790,False,1.68,1.57,Current Employee
Dakota,Allen,1993-01-03,83833 James Throughway,60531,Male,Black,Basic,Basic,High School,3.34,2.98,6.7,0.0,ESFJ,337,2710,False,1.65,1.42,Current Employee
Jose,Munoz,1992-03-09,6964 Ruiz Plaza Suite 553,30167,Male,Black,Proficient,Basic,High School,2.62,3.69,8.0,0.0,INFP,421,1347,False,2.08,1.89,Current Employee
Michael,Johnson,1986-03-09,3023 Christopher Gardens,43711,Male,Black,Basic,Basic,High School,2.91,3.17,11.7,0.0,ISFP,433,533,False,2.67,2.39,Current Employee
Mariah,Myers,1995-05-19,4191 Wood Plains Apt. 263,60531,Female,Black,Proficient,Basic,High School,3.48,3.73,4.3,0.0,ISFJ,1058,674,False,1.25,1.05,Current Employee
Shannon,Washington,1985-04-10,2185 Jenny Island Suite 334,43357,Female,Black,Proficient,Basic,High School,3.14,3.5,14.2,0.0,ESFP,2522,517,True,3.54,3.2,Current Employee
Kelly,Coleman,1995-03-04,2714 Moore Expressway Suite 529,60531,Female,Black,Basic,Basic,High School,3.52,3.36,2.8,0.0,ESTJ,403,776,False,0.72,0.72,Current Employee
Brittany,Armstrong,1987-05-01,22786 Combs Greens Apt. 151,59010,Female,Black,Basic,Basic,High School,2.34,2.58,10.7,0.0,ESFJ,344,508,False,2.48,2.17,Current Employee
Ashlee,Sanchez,1983-07-21,917 Mclaughlin Fork,59010,Female,Black,Fluent,Basic,High School,2.35,3.85,16.3,0.0,ESTJ,1754,835,False,3.9,3.6,Current Employee
Kristina,Bennett,1986-11-13,982 Santos Plaza Apt. 292,60531,Female,Black,Fluent,Basic,High School,3.39,3.61,12.5,0.0,ESFP,2082,555,False,3.28,2.95,Current Employee
Sean,Mata,1997-04-03,921 Cody Plaza Suite 496,43711,Male,Black,Fluent,Proficient,High School,3.36,3.07,1.0,0.0,ENFJ,449,3831,False,0.86,0.8,Current Employee
Wendy,Erickson,1985-03-25,5546 Andrew Green Apt. 192,55864,Female,Black,Fluent,Basic,High School,3.47,3.44,13.6,0.0,INFJ,358,743,True,3.4,3.07,Fired
Danielle,Mills,1990-07-13,469 Krause Road,59010,Female,Black,Fluent,Basic,None,,,9.8,0.0,ISFJ,307,1297,False,2.36,1.96,Current Employee
Mike,Rios,1989-06-06,74344 Dustin Brooks Suite 704,60531,Male,Black,Basic,Basic,High School,3.2,3.91,8.2,0.0,ESFJ,436,508,False,1.98,1.72,Current Employee
Katrina,Ingram,1990-10-16,8320 Mary Road Apt. 748,30167,Female,Black,Fluent,Basic,High School,2.54,3.49,7.3,0.0,ESFP,364,537,False,2.12,1.89,Fired
Jared,Franklin,1987-05-22,03541 Graham Haven Suite 356,60531,Male,Black,Fluent,Basic,None,,,11.3,0.0,ISFP,364,642,False,2.75,2.36,Current Employee
Peggy,Anderson,1993-09-23,7725 Samuel Islands,43711,Female,Black,Basic,Basic,High School,2.46,2.69,4.9,0.0,ISFJ,302,575,False,1.12,0.94,Current Employee
Brian,Miller,1996-06-12,86736 Davis Causeway,43711,Male,Black,Proficient,Basic,None,,,2.1,0.0,ISTP,570,565,False,0.54,0.51,Current Employee
Ryan,Burke,1987-12-14,50201 Matthew Summit,30167,Male,Black,Proficient,Basic,High School,3.44,2.7,11.5,0.0,ISFJ,6616,19422,False,2.81,2.47,Current Employee
Dana,Keith,1992-07-19,7601 Mark Falls,59010,Female,Black,Basic,Basic,Associates,3.48,2.8,7.4,0.0,ESTJ,338,846,False,1.78,1.78,Current Employee
Joshua,Mason,1987-12-13,94031 Wallace Drive Apt. 279,59010,Male,Black,Proficient,Basic,Associates,2.74,3.12,9.3,0.0,ISTP,470,1384,False,2.39,2.38,Current Employee
Alyssa,Gray,1984-11-29,63463 Brooke Overpass,60531,Female,Black,Proficient,Basic,High School,3.74,3.81,13.0,0.0,ISTJ,314,47213,False,3.05,2.83,Current Employee
Isabel,Coleman,1996-07-16,9345 Kennedy Summit,55864,Female,Black,Fluent,Basic,High School,2.21,3.33,3.5,0.0,ESFP,376,2307,False,1.27,1.12,Current Employee
Omar,Gilmore,1995-01-14,2237 Andrew Mall Suite 430,60531,Male,Black,Basic,Basic,None,,,2.6,0.0,ENFP,619,659,False,0.68,0.52,Current Employee
Vickie,Stevens,1991-08-19,69582 Robert Loop Suite 750,43711,Female,Black,Proficient,Basic,High School,3.0,2.82,6.3,0.0,ESTJ,623,663,False,1.67,1.58,Current Employee
Craig,Harris,1991-03-02,8869 Christian Brooks Apt. 503,55864,Male,Black,Basic,Basic,None,,,8.4,0.0,ESFJ,433,1036,False,1.85,1.5,Current Employee
Luis,Decker,1997-07-29,784 Benjamin Hollow Suite 634,60531,Male,Black,Proficient,Basic,High School,3.61,3.5,1.3,0.0,ESTJ,376,1123,False,0.61,0.62,Current Employee
John,Morales,1982-11-02,7266 Foster Valley Suite 994,60531,Male,Black,Fluent,Basic,None,,,16.6,0.0,ISFJ,429,1704,True,3.83,3.33,Current Employee
Julie,Wood,1989-12-12,2506 Scott Centers Apt. 536,43711,Female,Black,Basic,Basic,High School,2.09,3.01,8.9,0.0,ISFP,972,782,False,2.01,1.8,Current Employee
Allison,Morgan,1985-12-09,1129 Deborah Estate Suite 662,59010,Female,Black,Proficient,Basic,None,,,11.1,0.0,ISTJ,310,6664,False,2.44,2.19,Current Employee
Donna,Alexander,1991-11-12,1174 Torres Key,60531,Female,Black,Fluent,Basic,High School,2.51,3.72,6.4,0.0,ISFP,399,652,False,1.81,1.62,Current Employee
Laurie,Adams,1995-10-04,43748 Gray Circle,55864,Female,Black,Basic,Basic,High School,2.6,3.3,3.8,0.0,ISFJ,5043,2702,False,0.88,0.72,Current Employee
Amanda,Norton,1984-05-19,00090 Brittney Drive,30167,Female,Black,Proficient,Basic,None,,,15.5,0.0,ESTP,1440,16114,False,3.54,3.23,Current Employee
Marie,Richards,1983-03-03,1119 Wilson Stravenue Suite 611,59010,Female,Black,Basic,Basic,High School,2.83,3.0,16.4,0.0,ENFP,7507,711,False,3.81,3.46,Current Employee
Kara,Heath,1991-05-10,12568 Courtney Ville Suite 831,60531,Female,Black,Proficient,Basic,High School,3.28,2.9,6.5,0.0,ESFJ,323,666,False,1.83,1.58,Current Employee
Monica,Vang,1998-01-27,898 Kristopher Parks,43711,Female,Black,Proficient,Basic,High School,2.18,3.8,0.1,0.0,ESTJ,358,10194,False,0.27,0.32,Fired
Anna,Jacobs,1997-04-13,4585 Aaron Forks Suite 322,59010,Female,Black,Fluent,Basic,High School,3.47,3.34,2.6,0.0,ISFP,312,1612,False,1.04,0.91,Current Employee
Audrey,Burns,1991-01-21,42025 Morris Way Apt. 724,30167,Female,Black,Proficient,Basic,High School,2.35,2.74,6.6,0.0,INTP,1245,1857,False,1.67,1.66,Current Employee
Erica,Walters,1993-05-01,61468 Dana Ford Apt. 684,60531,Female,Black,Basic,Basic,High School,2.75,2.7,6.3,0.0,ISTJ,412,687,False,1.32,1.27,Current Employee
Paula,Moore,1987-04-13,156 Erika Flats,60531,Female,Black,Basic,Basic,Associates,3.15,3.57,12.2,0.0,ESFJ,754,799,True,3.0,2.77,Current Employee
William,Frederick,1997-06-20,58127 Ashley Pike Apt. 040,60531,Male,Black,Proficient,Basic,High School,3.6,2.78,0.4,0.0,INFP,340,656,False,0.5,0.46,Fired
Amanda,Lawson,1988-06-05,9830 Mullins Tunnel,59010,Female,Black,Basic,Basic,None,,,10.7,0.0,ESFP,382,908,False,2.4,2.05,Current Employee
Jordan,Payne,1990-06-22,551 Smith Island Apt. 369,59010,Female,Black,Proficient,Basic,None,,,7.8,0.0,ENFP,360,3109,False,2.02,1.73,Current Employee
Adrian,Melton,1986-01-10,6226 Sean Vista Suite 341,30167,Male,Black,Fluent,Basic,High School,2.06,3.42,11.5,0.0,ISTJ,2016,1005,False,2.74,2.55,Current Employee
Michael,Moore,1992-06-30,212 Raymond Mount,60531,Male,Black,Proficient,Basic,High School,3.54,2.6,6.9,0.0,ESFP,1153,1366,False,1.97,1.76,Current Employee
Maria,Flores,1995-03-20,4954 Justin Place,30167,Female,Black,Basic,Basic,None,,,2.2,0.0,ESFP,757,8363,False,0.57,0.39,Fired
Allison,Pineda,1991-07-26,46006 Crane Gardens Suite 076,43711,Female,Black,Basic,Basic,High School,2.73,3.22,8.8,0.0,INFJ,2974,1664,False,2.0,1.76,Current Employee
Tiffany,Bailey,1990-11-07,7929 Lawson Ferry Apt. 312,30167,Female,Black,Fluent,Basic,High School,3.17,3.65,6.6,0.0,ESTJ,448,89298,False,1.84,1.74,Current Employee
Rachel,Chavez,1985-01-05,7274 Jenna Roads Suite 058,55864,Female,Black,Fluent,Basic,High School,2.23,3.91,12.1,0.0,ESTP,378,538,False,3.04,2.87,Current Employee
Deborah,Li,1993-11-19,28221 Lee Burg Apt. 980,55864,Female,Black,Fluent,Basic,High School,2.1,2.58,5.0,0.0,ISTJ,430,590,False,1.33,1.27,Current Employee
Brenda,Owens,1985-02-16,52750 Nicole Plaza Apt. 495,60531,Female,Black,Fluent,Basic,None,,,14.5,0.0,ESTJ,556,576,False,3.38,3.03,Current Employee
Catherine,Smith,1995-08-29,3164 Reynolds Meadows,59010,Female,Black,Basic,Basic,None,,,2.4,0.0,ISTP,1351,810,False,0.4,0.38,Fired
James,Patterson,1986-04-29,3412 Michael Squares Apt. 327,30167,Male,Black,Basic,Basic,High School,2.85,2.9,13.2,0.0,ISTJ,509,15525,False,2.83,2.63,Current Employee
William,Bush,1996-06-28,89975 Donna Divide,55864,Male,Black,Fluent,Basic,High School,2.28,3.0,2.2,0.0,ISTP,546,689,False,0.79,0.83,Current Employee
Taylor,Bates,1984-10-22,54503 Turner Estates,59010,Female,Black,Fluent,Basic,Associates,3.94,3.84,13.2,0.0,ESFP,425,4843,False,3.62,3.35,Current Employee
Sarah,Moore,1986-12-02,4106 Myers Meadow,59010,Female,Black,Basic,Basic,High School,2.78,3.34,12.2,0.0,INTJ,371,1116,False,2.64,2.49,Current Employee
Charles,Taylor,1998-07-02,6914 Beverly Field,59010,Male,Black,Basic,Basic,High School,2.09,2.73,0.1,0.0,ENFJ,423,918,False,0.2,0.13,Fired
Nicole,Turner,1996-11-16,74526 Paula Valley,55864,Female,Black,Fluent,Basic,High School,3.39,2.99,2.9,0.0,ESTJ,480,665,False,1.04,1.01,Current Employee
Samantha,Miller,1993-08-31,571 Roger Square Apt. 025,30167,Female,Black,Proficient,Basic,High School,2.01,3.54,4.2,0.0,ISFP,410,725,True,1.21,1.1,Current Employee
Casey,Perez,1986-10-04,761 Jeffrey Haven,43357,Female,Black,Proficient,Basic,Associates,3.05,3.51,12.6,0.0,ESFJ,757,1053,True,3.3,3.04,Current Employee
Christina,Jensen,1988-03-04,978 Humphrey Springs Apt. 924,30167,Female,Black,Basic,Basic,High School,3.76,3.08,10.8,0.0,ISFP,1674,750,False,2.52,2.25,Current Employee
Craig,Kelley,1996-12-31,1078 Hoffman Park,30167,Male,Black,Fluent,Basic,Associates,2.06,3.89,1.5,0.0,ESFP,310,3632,False,1.08,1.05,Current Employee
Nancy,Bennett,1989-12-19,357 Jennifer Summit,55864,Female,Black,Fluent,Basic,None,,,8.6,0.0,ESFP,445,670,False,2.26,1.93,Current Employee
Vanessa,Olson,1985-03-15,0210 Larry Extension,59010,Female,Black,Fluent,Basic,High School,2.01,3.89,14.4,0.0,ENFP,399,558,True,3.66,3.34,Current Employee
Amy,Williams,1986-09-25,568 Rollins Turnpike Apt. 093,55864,Female,Black,Basic,Basic,None,,,12.3,0.0,ISTP,642,1924,False,2.54,2.32,Current Employee
Laura,Blackwell,1995-05-19,31925 Ware Springs,30167,Female,Black,Basic,Basic,Associates,3.98,3.44,3.9,0.0,ESTP,686,1324,False,1.14,1.24,Current Employee
Jodi,Mills,1991-03-07,47856 Spears Well,60531,Female,Black,Proficient,Basic,High School,2.69,2.57,6.8,0.0,ESTP,396,629,False,1.81,1.75,Current Employee
Perry,Mcfarland,1983-01-25,746 Jodi Terrace,60531,Male,Black,Proficient,Basic,None,,,16.0,0.0,ENFJ,1228,1544,False,3.74,3.24,Current Employee
Robert,Anderson,1985-11-13,293 Sarah Mills,72361,Male,Black,Fluent,Basic,High School,2.52,3.01,13.4,0.0,ESFP,374,1096,False,3.43,3.08,Current Employee
Katie,Matthews,1985-12-21,36210 Warner Well Suite 192,59010,Female,Black,Basic,Basic,Associates,3.99,2.91,13.0,0.0,ISFJ,685,516,False,3.01,2.75,Current Employee
Charles,Clark,1988-12-07,72598 Jeffrey Pine,59010,Male,Black,Proficient,Basic,None,,,10.1,0.0,ESTP,409,504,False,2.37,2.17,Current Employee
Jill,Mitchell,1985-03-19,322 Baker Square,60531,Female,Black,Fluent,Basic,High School,3.05,3.7,13.1,0.0,ISTJ,1645,1065,False,3.14,2.91,Current Employee
Frederick,Griffin,1994-11-29,16003 Nicole Squares,60531,Male,Black,Fluent,Basic,High School,2.94,3.66,3.0,0.0,ESFJ,425,549,False,1.16,0.97,Current Employee
Tammy,Lawrence,1988-05-29,4360 Gary Common,30167,Female,Black,Fluent,Basic,High School,3.96,2.65,10.5,0.0,ISFJ,397,512,True,2.73,2.42,Current Employee
Desiree,Ellis,1996-04-18,2895 Gibson Track Apt. 647,43711,Female,Black,Fluent,Basic,Associates,3.37,2.74,2.9,0.0,ESTP,373,1324,False,1.17,1.27,Current Employee
Diane,Sullivan,1983-03-25,1245 Eric Squares Apt. 526,43357,Female,Black,Basic,Basic,High School,2.24,3.73,16.7,0.0,ENTP,326,633,False,3.74,3.53,Current Employee
Rhonda,Evans,1985-11-10,216 Hunt Locks Suite 826,60531,Female,Black,Proficient,Basic,High School,2.03,3.88,11.5,0.0,ESFJ,662,1182,False,2.85,2.5,Current Employee
Roberto,Morgan,1994-08-06,9211 James Ways Suite 306,55864,Male,Black,Basic,Basic,High School,2.38,3.86,5.5,0.0,ESFP,2177,1524,False,1.4,1.24,Current Employee
Erin,Kelly,1987-02-15,0476 Walker Shores,60531,Female,Black,Fluent,Basic,High School,3.95,2.96,12.2,0.0,ISTJ,601,501,False,2.99,2.77,Current Employee
Patrick,Smith,1996-10-08,5395 Francisco Route Apt. 156,86553,Male,Black,Basic,Basic,High School,3.22,2.53,1.4,0.0,ESFJ,542,1251,True,0.51,0.41,Fired
Christopher,Cain,1994-12-01,601 House Lake Apt. 938,43711,Male,Black,Basic,Basic,None,,,4.1,0.0,ISFJ,303,13430,False,0.81,0.56,Current Employee
Andrea,Nguyen,1990-07-11,122 Chapman Canyon Suite 438,43357,Female,Black,Proficient,Basic,None,,,7.9,0.0,ISTP,920,1647,False,1.8,1.65,Current Employee
Amy,Jones,1993-11-11,73849 Bradley Curve,55864,Female,Black,Fluent,Basic,High School,3.61,3.75,4.3,0.0,ISTJ,393,1020,False,1.26,1.21,Current Employee
Ryan,Aguirre,1982-11-03,4839 Audrey Inlet Apt. 451,30167,Male,Black,Proficient,Basic,High School,2.17,3.64,16.3,0.0,ESFP,321,2391,False,3.94,3.54,Current Employee
Elizabeth,Hernandez,1983-06-24,960 Lori Parkway Apt. 029,43357,Female,Black,Proficient,Basic,High School,3.09,3.8,16.4,0.0,ESFJ,489,896,False,3.96,3.51,Current Employee
Jesse,Jones,1996-01-13,12669 Jeffrey Orchard,43357,Male,Black,Basic,Basic,High School,2.15,3.68,1.9,0.0,ISFP,320,1634,False,0.51,0.43,Fired
Allen,Williams,1989-09-20,60568 Willie Island Apt. 067,43711,Male,Black,Proficient,Basic,None,,,8.9,0.0,ISTP,427,647,False,2.02,1.85,Current Employee
Jose,Mccoy,1997-01-26,2933 David Shores Apt. 422,43711,Male,Black,Fluent,Basic,High School,3.66,3.41,1.8,0.0,INFJ,1283,1327,False,0.85,0.73,Current Employee
Kenneth,Perry,1983-10-07,197 Norman Fields Suite 287,30167,Male,Black,Fluent,Basic,High School,2.3,3.98,14.6,0.0,ESFP,330,1312,False,3.69,3.32,Current Employee
Sophia,Barker,1988-12-29,8338 Jeffrey Route Suite 224,59010,Female,Black,Proficient,Proficient,None,,,8.9,0.0,ISTJ,1180,25747,False,2.05,1.89,Current Employee
Alfred,Wilson,1993-05-11,928 Alexander Square Apt. 837,59010,Male,Black,Proficient,Basic,None,,,4.2,0.0,ISFP,1648,1005,False,1.11,0.88,Current Employee
Mary,Nelson,1989-11-30,394 Elizabeth Ridge Apt. 540,30167,Female,Black,Basic,Basic,None,,,8.8,0.0,ISFJ,1662,1090,False,1.83,1.49,Current Employee
Zachary,Terry,1988-12-07,333 Nicholas Mountains,60531,Male,Black,Basic,Basic,None,,,9.6,0.0,ESFP,2994,2939,False,2.16,1.84,Current Employee
Darlene,Jackson,1988-09-19,80861 Jenna Mission Suite 186,55864,Female,Black,Proficient,Proficient,Associates,3.91,2.89,10.4,0.0,ESTJ,307,6233,False,2.74,2.72,Current Employee
Michael,Gomez,1985-05-01,42743 Sweeney Mountains Suite 173,60531,Male,Black,Basic,Basic,High School,2.62,3.8,13.5,0.0,ISTJ,417,606,False,2.88,2.68,Current Employee
Hunter,Adams,1988-05-26,275 Brown Spring Apt. 759,60531,Male,Black,Fluent,Basic,None,,,10.7,0.0,ISFP,381,10448,False,2.61,2.24,Current Employee
Eric,Thomas,1983-08-08,792 Daniel Key,30167,Male,Black,Proficient,Basic,High School,2.27,3.22,14.6,0.0,ISFJ,1278,596,False,3.43,3.03,Current Employee
Dorothy,Rodriguez,1993-06-28,809 Valerie Lake Apt. 321,55864,Female,Black,Fluent,Basic,High School,2.83,3.4,4.6,0.0,ESFJ,1471,903,True,1.5,1.31,Current Employee
Tiffany,Nichols,1985-04-19,3629 Lopez Hills,60531,Female,Black,Fluent,Basic,High School,2.77,3.74,13.0,0.0,ISFJ,617,595,False,3.21,2.83,Current Employee
Paige,Dillon,1988-07-09,9318 Garcia Rapid,55864,Female,Black,Proficient,Basic,None,,,10.0,0.0,ESFJ,316,893,False,2.41,2.01,Current Employee
Kelly,Wolfe,1998-09-15,9130 Powell Mission,60531,Female,Black,Fluent,Basic,High School,2.75,3.09,2.0,0.0,ISFJ,363,1647,False,0.81,0.66,Current Employee
Gerald,Ritter,1998-03-16,172 Collin View,60531,Male,Black,Fluent,Basic,High School,2.36,3.19,0.2,0.0,ESFJ,313,521,False,0.52,0.39,Fired
